region,metro_area,year,employment_rate,employment_rate_15_64,labor_force,labor_force_participation_rate,not_in_labor_force,population_15plus,unemployment_rate,male_labor_force_participation_rate,male_unemployment_rate,male_employment_rate,male_employment_rate_15_64,female_labor_force_participation_rate,female_unemployment_rate,female_employment_rate,female_employment_rate_15_64,gender_employment_rate_gap,gender_labor_force_participation_gap,youth_employed_share,senior_employed_share,core_30_49_employed_share,working_age_employed_share,wage_worker_share,regular_worker_share,temporary_worker_share,daily_worker_share,self_employed_share,short_hours_worker_share,long_hours_worker_share,average_weekly_hours,college_employed_share,quarter_count,is_complete_year
경기,수도권,2024,64.025,70.75,7938.0,65.75,4133.0,12071.0,2.6,74.92500000000001,2.675,72.9,78.25,56.625,2.475,55.25,62.9,17.65,18.300000000000004,14.070931990977865,18.77545358787232,43.518256628386595,90.08922730980473,80.11025334968156,60.637815162742804,16.173768122903894,3.295362310660949,18.047182127055486,30.255664566953186,8.96271291659105,37.875,53.07580960481104,4,True
경남,비수도권,2024,62.1,68.025,1798.75,63.575,1031.5,2830.25,2.2750000000000004,71.44999999999999,2.0,70.025,75.4,55.599999999999994,2.6,54.125,60.05,15.900000000000002,15.849999999999998,9.014134358114855,26.82922073920339,38.22094306421465,83.38031300623862,71.25172352412856,53.28170927077461,16.151331606960564,1.8043230829241148,23.31906620046813,31.780853510832127,11.64200097354111,38.0,45.21330870067047,4,True
경북,비수도권,2024,64.025,68.9,1500.0,65.7,784.25,2283.75,2.55,74.075,2.5,72.225,75.625,57.2,2.6500000000000004,55.675,61.375,16.549999999999997,16.875,9.971303843315948,33.28923607878815,33.1333120123754,77.82769003199765,63.439332896977334,44.25882995880156,16.22489283825846,2.9893484298016864,29.21553973053065,29.88251544244885,10.207307265495206,37.625,39.53851318084119,4,True
광주,비수도권,2024,60.55,65.975,798.75,62.425,480.0,1278.75,3.05,70.975,3.125,68.75,73.925,54.35,2.9,52.775,58.025,15.975,16.624999999999996,12.617550070625338,20.56097048229737,40.839215149389595,87.63967924143097,78.24678699782756,57.524839285168646,16.913721385779127,3.808226326879786,19.431456270809782,29.705126700833333,9.198950775725601,37.85,53.34243178750505,4,True
대구,비수도권,2024,57.975,65.65,1258.5,60.025,837.75,2096.0,3.425,69.325,3.35,67.025,73.39999999999999,51.325,3.5,49.5,57.925,17.525000000000006,18.000000000000004,11.269035269409137,23.158011036593404,39.53423126106156,87.26876060393812,76.79843179626128,57.15662200918409,15.34277543890109,4.319477547833764,20.753282329964037,28.12349091652042,8.535546576007615,37.975,54.89516455373439,4,True
대전,비수도권,2024,60.65,67.225,813.5,62.525,488.0,1301.5,3.025,71.075,2.975,68.95,74.75,54.125,3.075,52.474999999999994,59.475,16.475000000000005,16.949999999999996,15.077485776827501,19.702512096505007,42.00259308233355,89.1348006169912,79.78914045647787,59.7698008754706,16.376251659317365,3.642966676256814,17.83589521259908,32.04377164912608,9.471297279063847,37.175,58.79082089558715,4,True
부산,비수도권,2024,57.8,66.875,1739.5,59.575,1180.5,2920.0,2.975,68.19999999999999,2.65,66.4,75.125,51.625,3.375,49.875,58.8,16.525,16.574999999999996,13.418163366558058,24.079043318392635,39.399038437252166,85.62233250370393,79.4722480195894,55.65805142255731,21.104032235344373,2.7399441614411817,18.365676446061848,30.591850097180412,9.27205146119546,37.375,53.46394606741637,4,True
서울,수도권,2024,61.725,70.425,5392.75,63.65,3078.0,8470.25,3.05,71.25,3.15,69.0,76.825,56.825,2.925,55.175,64.475,13.824999999999996,14.425,16.48711530308718,18.27925217326828,44.18523894564606,90.26994030741496,83.55605879213068,63.3356867028311,17.178956399136926,3.036621826308395,15.172084395980331,31.40448546883875,9.075648321007835,37.625,63.74211070579899,4,True
세종,비수도권,2024,65.175,68.975,214.25,66.425,108.25,322.75,1.875,75.925,1.05,75.2,78.35,57.1,2.9,55.475,59.475,19.725,18.825000000000003,11.295570032211073,14.255800047550132,53.400249253697524,91.68478819144225,83.23790562436508,71.58855675951108,10.34064212071088,1.1907822158412469,15.216420806847236,31.18079235436728,7.2533216743458215,36.525,70.98796131693692,4,True
울산,비수도권,2024,59.825,65.95,594.25,62.15,362.0,956.5,3.7,73.05,3.5,70.475,76.975,50.575,4.0,48.5,53.625,21.974999999999998,22.475,11.04898632513534,19.921438295053743,41.89822118105555,89.21026731238105,82.7856998457951,62.83344444981744,17.767980982887615,2.227752673959609,15.336627276656614,26.840298448876567,11.309856673914238,39.05,46.967076834996575,4,True
인천,수도권,2024,63.5,69.95,1753.25,65.65,917.75,2670.75,3.25,74.3,3.15,71.975,77.35,57.150000000000006,3.4,55.2,62.375,16.775,17.15,13.130223527974469,20.894492287759157,42.581651044915176,88.71377134004649,81.18896475491567,59.251986494720796,18.236917006611296,3.6855094491598366,17.174953604344203,29.696107726968442,9.369282297368375,37.925,47.423173665222926,4,True
전남,비수도권,2024,66.05,70.80000000000001,1032.5,67.9,487.75,1520.25,2.725,74.65,2.475,72.80000000000001,76.7,61.125,3.05,59.225,64.075,13.575000000000003,13.524999999999999,9.2371027459876,35.368176372189076,31.122495707306197,75.36101575872324,62.41389486854359,40.43668361662843,18.41461769472078,3.53736651380388,29.524179514127695,34.282387789989876,10.476169912118857,36.825,37.988570550376906,4,True
전북,비수도권,2024,63.775,68.675,1013.25,65.425,535.75,1549.0,2.525,71.4,2.325,69.725,73.375,59.55,2.75,57.9,63.7,11.824999999999998,11.850000000000001,10.17989107909803,31.73633443742428,33.676479659792285,78.34062633139625,67.09295070183632,47.60791569879788,15.988750810796809,3.496284192241624,26.484878654852373,33.653531085487614,9.356882564866993,36.4,42.568409314745345,4,True
제주,비수도권,2024,69.325,74.725,410.0,70.975,167.75,577.75,2.35,76.275,2.2,74.625,79.375,65.7,2.45,64.1,69.825,10.525,10.574999999999996,10.485228795381897,24.22006258660679,40.449634341441055,85.01889061364383,67.7911681818777,47.87854629569137,15.355337075266993,4.619319550373415,26.466517451166155,32.077694668928885,11.234628733912317,37.225,55.368555448495485,4,True
충남,비수도권,2024,64.775,70.25,1302.25,66.7,649.75,1951.75,2.95,76.15,2.65,74.125,78.45,56.8,3.375,54.925,60.975,19.200000000000003,19.349999999999998,12.084748411946052,26.70858154881583,39.053303062532635,82.9617361490343,72.21458578099885,56.15495772447923,12.977562720041412,3.1014451814394484,22.728037735379875,29.96242408667534,11.826718160583377,38.175,41.73874211153593,4,True
충북,비수도권,2024,65.875,71.675,972.25,67.4,470.25,1442.75,2.25,76.325,2.375,74.525,78.975,58.175,2.1,57.025,63.575,17.5,18.15,12.96868454893077,26.94756587375657,36.51448984281802,83.3665901210823,71.91979695915776,52.839632114162185,15.40223255604651,3.677932288949062,23.303405754872617,31.216534905017127,10.000104907083132,37.475,42.80291866742865,4,True
강원,비수도권,2025,64.425,70.6,877.25,66.125,449.25,1326.25,2.625,72.1,2.6,70.225,76.1,60.325,2.55,58.8,64.875,11.424999999999997,11.775,10.636694741864215,33.19732669630551,32.506488093271656,77.55323257042294,70.84544529191875,48.44065042570922,18.99901157643427,3.34813029500955,23.990179522001984,30.51110474117324,9.340605893984888,36.325,42.210034913465634,4,True
경기,수도권,2025,63.825,70.725,8001.25,65.525,4204.0,12205.25,2.65,74.2,2.825,72.075,77.725,56.95,2.425,55.55,63.45,16.525,17.25,12.956261580563755,19.83739115680371,43.482789403324524,89.18911793289548,81.26274866177286,61.63416909963743,16.41664431744605,3.208656986218969,17.145461049096244,23.756425556211934,8.953223364407847,38.375,54.633364888083605,4,True
경남,비수도권,2025,63.324999999999996,69.9,1834.75,64.575,1005.75,2840.25,1.975,72.575,1.9000000000000001,71.175,76.75,56.475,2.05,55.3,62.3,15.875000000000002,16.099999999999998,9.073651787493246,27.77058706870472,37.841385331522424,82.6523789516315,71.1472212759196,53.01473720756793,16.33903538401366,1.7933794319620358,24.30432978532669,26.82839438254721,11.779826377266641,38.525,46.752225578461825,4,True
경북,비수도권,2025,64.775,70.025,1518.75,66.5,764.5,2283.25,2.675,74.325,3.025,72.025,75.975,58.575,2.175,57.325,63.275,14.700000000000003,15.749999999999998,10.005278153634151,34.23612142899148,33.09406676407804,76.80174387301763,64.8575136516769,46.48217867937138,15.403912644524596,2.972181398323574,27.937114099278162,26.660340208945232,10.353824482500816,37.9,42.78615580361786,4,True
광주,비수도권,2025,60.85,66.225,802.25,62.875,473.75,1276.0,3.25,71.275,2.875,69.275,74.275,54.8,3.7,52.775,58.1,16.5,16.475,11.821207074270614,22.28151488832046,40.74414860301696,86.25156660205708,79.80395553906754,57.841245076762114,18.033591593401617,3.9281629273649785,18.038586088554034,24.44992922925804,9.308691885155156,38.15,54.97325920523491,4,True
대구,비수도권,2025,57.975,65.7,1255.25,59.9,839.75,2094.5,3.275,67.45,3.925,64.8,70.8,52.85,2.5,51.55,60.675,13.249999999999998,14.600000000000003,11.345796369125985,23.92640861719174,39.067320064739874,85.89697775406842,75.68072040057729,56.59024001867846,15.280763253574488,3.788901141646569,21.6835355757282,23.7984511519145,7.888376919611256,38.175000000000004,55.70384412740084,4,True
대전,비수도권,2025,62.025,68.375,835.25,63.875,472.25,1307.25,2.875,71.225,3.1,69.0,74.85,56.7,2.675,55.225,61.724999999999994,13.774999999999997,14.525000000000002,14.735363865030113,21.298336959545964,41.093263573255626,87.39618910312834,78.79077161726264,58.477966917869395,17.751783746441575,2.561170402975577,19.081127495170286,26.452530636678944,9.132104711111536,37.65,57.923253375537925,4,True
부산,비수도권,2025,58.375,68.075,1745.5,60.025,1161.75,2907.75,2.75,68.2,2.575,66.45,75.825,52.525,3.0,50.975,60.475,15.474999999999998,15.674999999999999,12.269476864848212,25.106100680481312,39.29362548914579,84.74549881677545,81.04190687884052,58.67497391464566,19.302545465993134,3.0643874982017305,17.027975089861208,26.407514975599035,8.381768507324505,37.3,56.46691401456208,4,True
서울,수도권,2025,61.525,70.0,5379.0,63.675,3070.5,8449.25,3.375,70.775,3.425,68.325,75.625,57.325,3.3,55.425,64.75,12.9,13.449999999999998,15.424213948261785,19.508058071794764,44.199377383506686,88.84178847380542,83.13324654497684,63.322113683943954,16.87316586750545,2.942719845238473,15.736623165255185,24.413125686102745,9.54680992794927,38.55,64.51337867787777,4,True
세종,비수도권,2025,64.6,68.35,216.5,66.225,110.25,327.0,2.4000000000000004,74.225,1.95,72.775,75.95,58.375,2.95,56.725,60.775,16.049999999999997,15.850000000000001,10.533830246182827,15.140518168174413,52.43199275445238,90.89378434103243,83.67225185999494,72.31635203679355,10.172598613176914,1.1838600940448725,14.554249734805312,24.484021779071433,8.283491372020011,37.5,71.84288144561623,4,True
울산,비수도권,2025,59.85,66.8,588.5,61.275,372.25,960.75,2.325,73.075,1.925,71.7,79.025,48.6,2.95,47.175,53.0,24.525000000000002,24.475,11.43277237983938,20.25714222537892,41.8728616154617,88.87478473791106,83.0427355332081,63.09146640354167,17.433016572146144,2.4321930179462288,15.087938178225949,21.113537848737625,11.349451946755247,39.875,49.95891405345573,4,True
인천,수도권,2025,63.3,69.775,1773.0,65.4,938.0,2711.0,3.25,74.64999999999999,3.15,72.30000000000001,77.725,56.35,3.375,54.425,61.625,17.875000000000007,18.299999999999997,12.068430303563357,22.144827512391345,43.06555693303577,87.50218323168532,80.88021518988282,60.405837726634736,17.588319353841513,2.886226929029894,17.48751191288923,22.64009523001799,10.129074347173358,38.675,50.785729860519254,4,True
전남,비수도권,2025,65.6,70.525,1028.25,67.65,492.0,1519.75,2.975,74.7,2.85,72.575,76.5,60.425,3.2,58.525,63.575,14.049999999999999,14.275,9.520124966373439,35.759587470075786,30.905465094928243,74.46692616847386,62.70237339008581,40.30202429740127,18.9894371321225,3.436198144456257,29.02705441856012,30.9463797548065,10.898774517893282,36.925,36.92233428910539,4,True
전북,비수도권,2025,63.325,68.75,1006.75,65.1,539.75,1546.5,2.75,71.725,2.3,70.075,74.225,58.6,3.325,56.675,62.825,13.4,13.125000000000002,9.907915083343262,31.8986929532832,34.08559737453841,77.69949478322339,69.31646370693313,50.45273473749802,15.74850352640409,3.0894787900959106,24.667232152256247,27.90308122385037,9.927037533401268,36.975,44.45407071588575,4,True
제주,비수도권,2025,69.85,74.80000000000001,411.75,71.4,165.0,577.0,2.175,75.475,2.3499999999999996,73.7,77.675,67.375,2.0,66.025,71.7,7.674999999999997,8.100000000000001,10.426302943233313,26.06837414590735,38.984643333376276,83.4290499014808,68.8380474408284,47.986075026335264,17.497649808125857,3.3543226063672797,25.94834270278065,28.429158894908692,11.172021536121399,37.525,53.87885832330121,4,True
충남,비수도권,2025,65.525,71.5,1332.75,67.375,645.75,1978.5,2.725,76.275,2.775,74.175,78.92500000000001,57.949999999999996,2.725,56.375,63.0,17.8,18.325000000000003,12.233894714099819,26.99830934717208,39.07029863837506,82.44576554346406,72.85972110416958,56.17453712271398,13.777691929732981,2.945530918792329,22.297182389900268,25.042287822622978,12.237156085228214,38.675,43.264817971844735,4,True
충북,비수도권,2025,67.175,73.175,993.0,68.35,460.0,1452.5,1.75,75.675,1.35,74.675,79.275,60.725,2.275,59.375,66.35,15.300000000000002,14.950000000000001,12.430411909548738,27.656992295896984,37.002725833906425,82.23403996286837,72.20662096347766,52.82187436153577,16.771132143099443,2.638866984094971,22.679179399943443,26.424558118365972,10.729278593148805,38.175,44.609434362826136,4,True
강원,비수도권,2026,61.8,69.0,856.0,64.4,473.0,1328.0,4.0,71.5,3.2,69.2,75.4,57.5,5.0,54.6,62.2,14.600000000000001,14.0,10.475030450669914,32.03410475030451,34.22655298416565,77.95371498172959,72.71619975639464,51.64433617539586,18.392204628501826,2.679658952496955,23.142509135200974,29.963459196102317,8.647990255785627,35.1,44.945188794153474,1,False
경기,수도권,2026,62.6,69.9,7995.0,65.0,4296.0,12292.0,3.7,73.3,3.7,70.6,76.5,56.8,3.8,54.6,62.9,15.999999999999993,16.5,12.563336364817463,19.631025074704432,43.770300116928674,88.98272054047031,81.17448356502534,62.180070157204106,15.382616603871638,3.6117968039495905,17.331427829024296,21.060153306483045,8.769650513186956,38.4,55.93088216188126,1,False
경남,비수도권,2026,63.2,70.6,1854.0,65.0,998.0,2851.0,2.8,73.1,2.8,71.1,77.5,56.7,2.9,55.1,63.0,15.999999999999993,16.39999999999999,9.60044395116537,27.192008879023305,37.624861265260826,82.7968923418424,70.81021087680355,54.66148723640399,14.317425083240842,1.8312985571587126,25.305216426193116,23.751387347391788,11.598224195338513,38.7,48.335183129855714,1,False
경북,비수도권,2026,62.0,69.1,1469.0,64.3,815.0,2284.0,3.6,73.1,3.3,70.7,76.4,55.4,4.0,53.1,60.8,17.6,17.699999999999996,10.240112994350282,32.34463276836158,34.32203389830508,78.24858757062147,66.24293785310734,48.23446327683616,15.112994350282486,2.9661016949152543,28.177966101694917,27.75423728813559,9.533898305084746,36.9,43.57344632768362,1,False
광주,비수도권,2026,60.5,66.7,799.0,62.9,473.0,1272.0,3.8,70.7,3.4,68.4,74.0,55.3,4.2,52.9,59.3,15.500000000000007,15.400000000000006,12.093628088426527,22.62678803641092,40.572171651495445,86.47594278283485,79.9739921976593,59.167750325097536,17.29518855656697,3.6410923276983094,17.945383615084527,21.84655396618986,9.102730819245773,38.1,55.2665799739922,1,False
대구,비수도권,2026,57.3,65.7,1251.0,59.6,847.0,2098.0,3.8,66.9,3.7,64.4,71.1,52.8,4.0,50.7,60.3,13.700000000000003,14.100000000000009,10.640066500415628,23.358270989193684,40.399002493765586,85.785536159601,75.39484621778885,57.439733998337495,15.045719035743973,2.826267664172901,21.778886118038237,23.025768911055692,7.148794679966749,37.8,58.85286783042394,1,False
대전,비수도권,2026,60.7,67.0,831.0,63.2,483.0,1314.0,4.0,70.7,4.0,67.9,73.5,55.9,4.0,53.6,60.4,14.300000000000004,14.800000000000004,13.42534504391468,21.329987452948558,41.78168130489335,86.82559598494353,78.16813048933501,59.59849435382685,16.68757841907152,1.7565872020075282,19.69887076537014,24.341279799247175,8.657465495608532,37.8,59.72396486825596,1,False
부산,비수도권,2026,57.9,68.6,1740.0,59.9,1163.0,2903.0,3.3,67.5,3.3,65.3,74.7,53.0,3.4,51.2,62.6,14.099999999999994,14.5,12.366230677764566,24.137931034482758,40.36860879904875,85.07728894173603,80.61831153388823,59.51248513674198,18.13317479191439,2.972651605231867,17.59809750297265,23.602853745541022,8.263971462544589,37.8,57.78834720570749,1,False
서울,수도권,2026,60.8,69.3,5324.0,63.0,3131.0,8455.0,3.5,68.9,3.2,66.7,74.0,57.7,3.8,55.5,65.0,11.200000000000003,11.200000000000003,14.421954067730635,19.521214480342547,44.6866485013624,88.38069287660568,82.5807707279097,63.42934994161153,16.290385363954847,2.88049824834566,16.40716231996886,21.195017516543402,9.73141300116777,38.8,64.55819384974698,1,False
세종,비수도권,2026,64.1,68.3,217.0,65.6,114.0,330.0,2.2,72.9,2.4,71.1,74.2,58.3,2.0,57.2,62.4,13.899999999999991,14.600000000000009,9.433962264150944,15.09433962264151,53.301886792452834,91.0377358490566,84.43396226415094,71.69811320754717,11.320754716981133,1.4150943396226416,14.150943396226415,22.169811320754718,8.962264150943396,37.5,73.58490566037736,1,False
울산,비수도권,2026,59.6,67.2,593.0,61.6,370.0,963.0,3.2,72.7,3.1,70.4,78.3,49.7,3.4,48.0,54.6,22.400000000000006,23.0,10.452961672473867,20.905923344947734,42.508710801393725,88.67595818815332,84.14634146341463,63.76306620209059,17.59581881533101,2.7874564459930316,14.634146341463413,19.860627177700348,10.975609756097562,39.6,52.09059233449478,1,False
인천,수도권,2026,62.4,69.2,1775.0,64.8,965.0,2740.0,3.7,74.4,3.6,71.7,77.5,55.3,3.7,53.2,60.5,18.5,19.10000000000001,11.461988304093568,22.39766081871345,43.21637426900585,87.07602339181287,81.9298245614035,60.877192982456144,18.01169590643275,3.0409356725146197,16.72514619883041,21.578947368421055,8.88888888888889,38.5,51.345029239766085,1,False
전남,비수도권,2026,64.1,69.9,1022.0,67.0,504.0,1526.0,4.3,74.0,3.1,71.7,76.3,59.8,5.7,56.3,62.4,15.400000000000006,14.200000000000003,8.88661899897855,35.13789581205312,31.869254341164456,74.77017364657814,63.02349336057201,41.77732379979571,17.7732379979571,3.472931562819203,28.600612870275793,29.928498467824312,9.499489274770173,36.3,39.325842696629216,1,False
전북,비수도권,2026,62.1,67.9,993.0,64.1,555.0,1548.0,3.2,71.9,3.0,69.7,74.3,56.5,3.3,54.6,61.0,15.100000000000001,15.400000000000006,9.67741935483871,32.049947970863684,34.54734651404787,77.52341311134235,70.55150884495318,50.36420395421436,17.48178980228928,2.705515088449532,24.97398543184183,30.697190426638915,9.053069719042664,35.8,47.13839750260146,1,False
제주,비수도권,2026,71.1,76.2,421.0,73.1,155.0,577.0,2.7,76.7,2.7,74.6,78.9,69.5,2.7,67.6,73.3,7.0,7.200000000000003,11.219512195121952,26.585365853658537,37.80487804878049,82.92682926829268,69.02439024390243,47.5609756097561,18.29268292682927,3.414634146341464,25.365853658536587,28.536585365853657,11.707317073170733,37.2,54.87804878048781,1,False
충남,비수도권,2026,63.8,71.0,1307.0,65.6,685.0,1993.0,2.7,74.8,2.4,73.0,78.4,55.9,3.1,54.2,62.4,18.799999999999997,18.9,12.028301886792454,25.78616352201258,40.172955974842765,83.25471698113208,73.19182389937107,58.490566037735846,12.578616352201259,2.1226415094339623,22.562893081761008,24.135220125786162,10.220125786163523,37.9,46.69811320754717,1,False
충북,비수도권,2026,65.3,72.2,980.0,67.0,483.0,1463.0,2.5,74.5,2.4,72.8,77.9,59.1,2.7,57.5,65.9,15.299999999999997,15.399999999999999,12.447698744769875,26.98744769874477,37.55230125523013,82.74058577405857,73.32635983263597,54.60251046025104,16.84100418410042,1.882845188284519,22.17573221757322,25.313807531380757,10.87866108786611,37.8,44.45606694560669,1,False
