region,metro_area,year,quarter,period,employment_rate,employment_rate_15_64,labor_force,labor_force_participation_rate,not_in_labor_force,population_15plus,unemployment_rate,male_labor_force_participation_rate,male_unemployment_rate,male_employment_rate,male_employment_rate_15_64,female_labor_force_participation_rate,female_unemployment_rate,female_employment_rate,female_employment_rate_15_64,gender_employment_rate_gap,gender_labor_force_participation_gap,youth_employed_share,senior_employed_share,core_30_49_employed_share,working_age_employed_share,wage_worker_share,regular_worker_share,temporary_worker_share,daily_worker_share,self_employed_share,short_hours_worker_share,long_hours_worker_share,average_weekly_hours,college_employed_share
전북,비수도권,2024,2,2024.2/4,64.8,69.2,1030.0,66.5,519.0,1550.0,2.5,71.9,2.6,70.0,73.6,61.2,2.4,59.7,64.5,10.299999999999997,10.700000000000003,10.059760956175298,32.47011952191235,33.266932270916335,77.78884462151395,66.63346613545816,46.31474103585657,16.93227091633466,3.386454183266932,26.394422310756973,32.669322709163346,10.657370517928287,37.2,41.63346613545817
제주,비수도권,2024,2,2024.2/4,69.7,75.1,412.0,71.3,166.0,578.0,2.3,76.8,2.0,75.3,80.2,65.9,2.6,64.2,69.7,11.099999999999994,10.899999999999991,10.918114143920596,24.069478908188586,40.44665012406948,85.11166253101737,67.4937965260546,47.64267990074442,15.384615384615385,4.714640198511166,26.550868486352357,31.265508684863523,11.910669975186105,37.8,55.33498759305211
충남,비수도권,2024,2,2024.2/4,66.2,70.5,1332.0,68.3,617.0,1949.0,3.2,77.6,2.8,75.5,79.0,58.6,3.7,56.4,61.0,19.1,18.999999999999993,11.705426356589149,28.06201550387597,38.372093023255815,81.55038759689923,71.16279069767441,55.348837209302324,12.635658914728682,3.255813953488372,22.945736434108525,30.620155038759687,13.178294573643413,39.0,40.93023255813954
충북,비수도권,2024,2,2024.2/4,67.3,72.8,990.0,68.7,451.0,1442.0,2.0,77.6,2.1,76.0,80.1,59.5,1.8,58.5,64.7,17.5,18.099999999999994,12.873326467559219,27.394438722966015,36.35427394438723,82.90422245108135,71.67868177136972,51.8022657054583,15.653964984552008,4.222451081359424,23.17198764160659,31.10195674562307,11.225540679711637,38.2,42.739443872296604
강원,비수도권,2024,3,2024.3/4,66.2,72.1,890.0,67.0,438.0,1327.0,1.3,72.8,1.5,71.7,77.7,61.4,1.0,60.8,66.3,10.900000000000006,11.399999999999999,11.958997722095672,32.687927107061505,32.23234624145786,78.4738041002278,71.07061503416855,48.51936218678816,18.337129840546698,4.100227790432802,23.804100227790435,37.01594533029613,10.592255125284739,35.9,42.8246013667426
경기,수도권,2024,3,2024.3/4,64.7,71.2,7985.0,66.1,4098.0,12083.0,2.0,75.2,2.1,73.6,78.7,57.0,1.9,56.0,63.3,17.599999999999994,18.200000000000003,13.971622139844051,19.42988623290298,43.16758276875879,89.5308705100345,79.85427585325323,60.06647066342835,16.477054838297327,3.310750351527547,18.27943244279688,34.38578550428225,8.590054966125528,37.0,52.88252588521027
경남,비수도권,2024,3,2024.3/4,62.1,67.7,1790.0,63.3,1039.0,2829.0,1.8,71.1,2.0,69.7,74.9,55.3,1.6,54.4,59.9,15.300000000000004,15.799999999999997,9.10643141718839,27.319294251565168,37.73477518497439,82.86852589641434,71.03016505406944,52.87421741605009,16.391576550939103,1.7643710870802503,23.278315310187818,35.116676152532726,10.870802504268639,37.3,44.79225953329539
경북,비수도권,2024,3,2024.3/4,64.8,69.3,1506.0,66.0,777.0,2283.0,1.8,73.6,1.9,72.2,75.7,58.2,1.6,57.3,62.1,14.900000000000006,15.399999999999991,10.141987829614605,33.739012846517916,32.99526707234618,77.14672075726843,63.2183908045977,43.54293441514537,17.106152805949968,2.636916835699797,29.141311697092632,28.87085868830291,10.953346855983773,37.9,40.027045300878974
광주,비수도권,2024,3,2024.3/4,60.5,65.8,793.0,62.0,485.0,1278.0,2.5,70.3,2.6,68.5,73.7,54.2,2.3,52.9,58.0,15.600000000000001,16.099999999999994,12.807244501940493,20.69857697283312,40.620957309184995,87.45148771021992,78.52522639068565,57.17981888745148,17.46442432082794,3.8809831824062093,19.27554980595084,32.988357050452784,8.667529107373868,37.1,53.8163001293661
대구,비수도권,2024,3,2024.3/4,58.0,65.3,1250.0,59.6,847.0,2096.0,2.8,68.4,2.6,66.7,72.8,51.4,3.0,49.8,57.8,16.900000000000006,17.000000000000007,10.94650205761317,23.456790123456788,39.50617283950617,86.66666666666667,76.70781893004116,57.03703703703704,15.473251028806583,4.197530864197531,20.82304526748971,30.37037037037037,8.395061728395062,37.5,54.97942386831276
대전,비수도권,2024,3,2024.3/4,60.5,67.1,807.0,61.9,496.0,1302.0,2.4,70.3,2.3,68.7,74.6,53.7,2.4,52.4,59.4,16.300000000000004,16.599999999999994,15.355329949238577,19.796954314720814,41.75126903553299,89.08629441624365,79.82233502538071,59.390862944162436,17.131979695431472,3.4263959390862944,17.512690355329948,35.40609137055837,9.137055837563452,36.4,58.121827411167516
부산,비수도권,2024,3,2024.3/4,58.3,67.2,1744.0,59.8,1174.0,2918.0,2.4,68.0,2.1,66.5,75.3,52.2,2.8,50.7,59.2,15.799999999999997,15.799999999999997,13.396004700352526,24.44183313748531,38.77790834312573,85.07638072855464,79.49471210340776,55.4641598119859,21.327849588719154,2.7027027027027026,18.27262044653349,32.90246768507638,9.048178613396004,36.6,53.81903642773208
서울,수도권,2024,3,2024.3/4,61.8,70.5,5372.0,63.4,3096.0,8468.0,2.5,71.1,2.5,69.3,77.2,56.5,2.5,55.1,64.3,14.199999999999996,14.599999999999994,16.208476517754868,18.423062237495227,44.4635357006491,90.0725467735777,83.5242458953799,63.039327987781604,17.583046964490265,2.9018709431080563,15.31118747613593,36.38793432607866,8.533791523482245,36.6,64.2229858724704
세종,비수도권,2024,3,2024.3/4,65.8,69.3,216.0,67.0,106.0,323.0,1.8,76.4,1.0,75.7,78.4,57.9,2.8,56.3,60.1,19.400000000000006,18.500000000000007,11.320754716981133,15.09433962264151,52.83018867924528,91.0377358490566,82.54716981132076,70.75471698113208,10.377358490566039,0.9433962264150944,16.037735849056602,35.37735849056604,7.0754716981132075,35.8,70.75471698113208
울산,비수도권,2024,3,2024.3/4,60.2,66.3,596.0,62.3,360.0,957.0,3.4,73.1,3.4,70.6,77.2,50.9,3.4,49.1,54.1,21.499999999999993,22.199999999999996,11.11111111111111,19.96527777777778,41.66666666666667,88.88888888888889,82.8125,62.15277777777778,18.57638888888889,2.083333333333333,15.277777777777779,29.51388888888889,10.590277777777777,38.4,46.52777777777778
인천,수도권,2024,3,2024.3/4,64.4,70.9,1763.0,65.9,914.0,2677.0,2.2,73.8,2.1,72.2,77.8,58.1,2.4,56.7,63.9,15.5,15.699999999999996,13.34106728538283,20.88167053364269,42.51740139211137,88.51508120649652,81.72853828306265,58.75870069605569,19.1415313225058,3.82830626450116,16.70533642691415,33.816705336426914,8.990719257540604,37.1,48.20185614849188
전남,비수도권,2024,3,2024.3/4,66.6,71.0,1034.0,68.0,486.0,1520.0,2.1,74.5,2.1,72.9,76.6,61.5,2.0,60.2,64.6,12.700000000000003,13.0,9.288537549407115,35.67193675889328,30.8300395256917,74.80237154150198,61.85770750988142,39.62450592885375,19.1699604743083,3.0632411067193677,29.545454545454547,35.573122529644266,10.57312252964427,36.7,37.74703557312253
전북,비수도권,2024,3,2024.3/4,64.8,69.1,1020.0,65.9,529.0,1548.0,1.7,71.2,1.9,69.8,73.2,60.6,1.3,59.8,64.7,10.0,10.600000000000001,9.970089730807578,32.30309072781655,33.39980059820538,77.46759720837487,66.99900299102693,47.25822532402791,16.450648055832502,3.290129611166501,26.12163509471585,33.89830508474576,9.272183449651047,36.5,42.073778664007975
제주,비수도권,2024,3,2024.3/4,69.5,74.4,409.0,70.9,168.0,577.0,1.9,76.2,1.8,74.9,79.1,65.5,1.9,64.2,69.4,10.700000000000003,10.700000000000003,9.975062344139651,24.93765586034913,40.14962593516209,84.28927680798004,67.83042394014963,47.880299251870326,15.96009975062344,3.99002493765586,26.683291770573565,35.66084788029925,10.972568578553615,36.5,55.36159600997507
충남,비수도권,2024,3,2024.3/4,66.1,70.6,1322.0,67.6,633.0,1955.0,2.2,76.7,2.1,75.0,78.8,58.1,2.3,56.8,61.3,18.200000000000003,18.6,11.523588553750967,28.151585460170146,38.36040216550657,81.51585460170146,70.76566125290023,54.67904098994586,12.915699922660478,3.17092034029389,23.588553750966746,33.255993812838355,11.446249033255993,37.5,41.22196442382057
충북,비수도권,2024,3,2024.3/4,66.6,71.9,978.0,67.8,465.0,1444.0,1.7,76.2,2.1,74.6,78.7,59.1,1.3,58.4,64.3,16.199999999999996,17.1,13.097713097713099,27.546777546777545,35.86278586278586,82.53638253638253,71.3097713097713,51.66320166320166,15.904365904365905,3.7422037422037424,23.38877338877339,33.16008316008316,9.875259875259875,37.1,41.78794178794179
강원,비수도권,2024,4,2024.4/4,63.4,71.0,868.0,65.4,459.0,1327.0,3.1,71.3,2.7,69.3,76.5,59.7,3.5,57.7,65.3,11.599999999999994,11.599999999999994,11.890606420927467,31.03448275862069,33.29369797859691,80.26159334126041,71.22473246135553,50.535077288941736,16.527942925089178,4.280618311533888,24.137931034482758,26.7538644470868,10.225921521997622,37.7,43.51961950059453
경기,수도권,2024,4,2024.4/4,64.0,70.9,7949.0,65.6,4167.0,12116.0,2.4,74.4,2.4,72.6,78.0,56.8,2.3,55.5,63.4,17.099999999999994,17.60000000000001,13.466494845360824,19.29123711340206,43.71134020618557,89.81958762886599,80.12886597938144,60.7860824742268,16.327319587628867,3.015463917525773,18.118556701030926,21.88144329896907,9.587628865979383,39.1,53.595360824742265
경남,비수도권,2024,4,2024.4/4,61.9,68.3,1798.0,63.5,1031.0,2829.0,2.6,71.3,2.1,69.8,75.5,55.8,3.2,54.0,60.5,15.799999999999997,15.5,8.504566210045663,27.11187214611872,38.52739726027397,83.44748858447488,70.662100456621,53.481735159817354,15.639269406392694,1.5410958904109588,23.91552511415525,24.65753424657534,12.728310502283104,39.2,45.49086757990868
경북,비수도권,2024,4,2024.4/4,64.0,69.6,1495.0,65.5,788.0,2282.0,2.3,73.7,2.2,72.1,76.1,57.2,2.6,55.7,62.3,16.39999999999999,16.5,10.0,33.082191780821915,33.42465753424658,78.15068493150686,63.76712328767123,44.86301369863014,15.890410958904111,3.0136986301369864,29.246575342465754,25.136986301369863,10.41095890410959,38.4,40.89041095890411
광주,비수도권,2024,4,2024.4/4,59.2,65.2,785.0,61.4,493.0,1278.0,3.6,70.1,3.4,67.7,73.0,53.2,3.8,51.2,57.3,16.5,16.89999999999999,12.15323645970938,20.47556142668428,41.611624834874505,87.97886393659181,78.46763540290621,58.12417437252312,16.6446499339498,3.6988110964332894,19.418758256274767,21.79656538969617,9.379128137384413,38.8,55.21796565389696
대구,비수도권,2024,4,2024.4/4,57.6,65.3,1247.0,59.5,848.0,2095.0,3.2,68.0,3.2,65.9,72.1,51.5,3.1,49.9,58.5,16.000000000000007,16.5,10.596026490066226,23.427152317880797,39.98344370860927,86.75496688741721,76.65562913907284,56.456953642384114,15.728476821192054,4.5529801324503305,20.612582781456954,20.612582781456954,8.774834437086094,39.0,54.55298013245034
대전,비수도권,2024,4,2024.4/4,60.3,66.8,811.0,62.3,492.0,1303.0,3.2,70.6,3.1,68.4,74.1,54.1,3.4,52.3,59.2,16.10000000000001,16.499999999999993,14.777070063694268,20.382165605095544,41.910828025477706,88.6624203821656,79.10828025477707,58.34394904458598,16.687898089171973,3.949044585987261,18.59872611464968,23.949044585987263,10.318471337579618,38.2,58.34394904458598
부산,비수도권,2024,4,2024.4/4,57.7,67.2,1731.0,59.4,1184.0,2915.0,2.8,67.6,2.3,66.1,75.1,51.8,3.4,50.0,59.5,16.099999999999994,15.799999999999997,13.19073083778966,24.06417112299465,39.037433155080215,85.56149732620321,80.15448603683897,57.51633986928104,19.548425430778373,3.1491384432560903,17.76589423648247,22.69756387403446,9.15032679738562,38.5,54.90196078431373
서울,수도권,2024,4,2024.4/4,61.6,70.2,5377.0,63.5,3091.0,8467.0,3.0,70.8,2.8,68.8,76.5,56.9,3.2,55.1,64.4,13.699999999999996,13.899999999999999,15.953978906999042,18.772770853307765,44.27612655800575,89.76030680728667,83.58581016299136,63.04889741131352,17.296260786193674,3.2214765100671143,15.35953978906999,22.09012464046021,9.22339405560882,38.9,64.54458293384468
세종,비수도권,2024,4,2024.4/4,66.0,69.9,217.0,67.2,106.0,323.0,1.8,76.3,0.7,75.8,79.0,58.3,3.1,56.5,60.6,19.299999999999997,18.0,11.267605633802818,14.553990610328638,52.58215962441315,91.54929577464789,84.03755868544602,72.30046948356808,10.328638497652582,1.4084507042253522,14.553990610328638,22.065727699530516,7.511737089201878,37.6,71.36150234741784
울산,비수도권,2024,4,2024.4/4,60.1,67.1,595.0,62.2,362.0,957.0,3.3,73.5,2.9,71.3,78.6,50.2,4.0,48.1,54.2,23.199999999999996,23.299999999999997,11.130434782608695,19.47826086956522,42.26086956521739,89.73913043478261,83.30434782608695,62.08695652173913,18.782608695652172,2.608695652173913,14.956521739130435,19.652173913043477,12.521739130434783,40.4,46.608695652173914
인천,수도권,2024,4,2024.4/4,63.9,70.7,1776.0,66.1,912.0,2688.0,3.3,74.7,3.3,72.2,77.8,57.7,3.2,55.8,63.4,16.400000000000006,17.0,13.038416763678695,21.42025611175786,42.43306169965076,88.64959254947613,81.0244470314319,59.13853317811408,18.451688009313155,3.3760186263096625,17.28754365541327,21.362048894062863,10.186263096623982,39.2,48.952270081490106
전남,비수도권,2024,4,2024.4/4,65.7,70.9,1034.0,68.1,484.0,1518.0,3.5,75.4,2.9,73.2,77.2,60.8,4.4,58.1,63.6,15.100000000000001,14.600000000000009,9.829488465396189,35.10531594784353,30.892678034102307,75.42627883650952,61.48445336008024,39.81945837512538,17.65295887662989,4.012036108324975,29.789368104312942,27.9839518555667,11.534603811434303,38.0,36.40922768304915
전북,비수도권,2024,4,2024.4/4,62.9,68.7,1007.0,65.1,540.0,1547.0,3.4,71.0,2.4,69.3,73.5,59.3,4.6,56.5,63.6,12.799999999999997,11.700000000000003,10.2880658436214,30.864197530864196,33.95061728395062,79.01234567901234,68.10699588477365,50.20576131687243,14.506172839506174,3.3950617283950617,25.823045267489714,26.851851851851855,9.465020576131687,37.4,44.03292181069959
제주,비수도권,2024,4,2024.4/4,69.0,74.6,408.0,70.8,169.0,577.0,2.6,76.0,2.6,74.1,79.0,65.5,2.5,63.9,70.0,10.199999999999996,10.5,9.547738693467336,24.623115577889447,40.45226130653266,84.92462311557789,68.09045226130654,48.24120603015075,15.326633165829145,4.522613065326634,26.38190954773869,26.884422110552762,11.055276381909549,38.0,55.527638190954775
충남,비수도권,2024,4,2024.4/4,65.7,71.3,1318.0,67.2,644.0,1961.0,2.3,76.7,2.3,74.9,79.0,57.2,2.3,55.9,62.5,19.000000000000007,19.5,11.956521739130435,27.096273291925467,38.58695652173913,82.6086956521739,71.972049689441,55.82298136645962,13.121118012422361,3.027950310559006,23.214285714285715,23.680124223602483,12.732919254658384,39.2,42.391304347826086
충북,비수도권,2024,4,2024.4/4,65.6,71.5,970.0,67.1,476.0,1445.0,2.3,75.1,2.2,73.5,78.0,58.8,2.5,57.4,64.3,16.1,16.299999999999997,12.671594508975712,26.927138331573392,36.74762407602957,83.21013727560718,71.80570221752905,52.9039070749736,15.73389651531151,3.167898627243928,23.442449841605068,24.920802534318902,10.982048574445617,38.5,43.083421330517425
강원,비수도권,2025,1,2025.1/4,60.2,68.1,830.0,62.5,497.0,1328.0,3.8,68.0,3.9,65.3,73.2,57.2,3.6,55.2,62.8,10.099999999999994,10.799999999999997,11.639549436795996,29.536921151439298,34.04255319148936,80.72590738423028,73.46683354192741,52.19023779724657,18.523153942428035,2.753441802252816,23.153942428035045,28.53566958698373,10.137672090112641,36.5,44.55569461827284
경기,수도권,2025,1,2025.1/4,63.2,70.5,7906.0,65.0,4249.0,12155.0,2.8,73.7,2.9,71.5,77.5,56.4,2.7,54.9,63.2,16.6,17.300000000000004,13.33940655908381,18.81832378969287,43.97449245184799,90.18740239458616,81.2597605413847,62.66267568974493,15.86413326392504,2.719937532535138,17.191566892243625,20.393024466423736,9.161894846434148,38.8,54.60697553357626
경남,비수도권,2025,1,2025.1/4,62.3,68.5,1805.0,63.7,1029.0,2834.0,2.3,71.1,2.1,69.6,75.1,56.2,2.5,54.8,61.1,14.799999999999997,14.899999999999991,8.73015873015873,27.15419501133787,38.378684807256235,82.87981859410431,71.5986394557823,53.11791383219955,16.780045351473923,1.7006802721088436,23.46938775510204,25.850340136054424,12.698412698412698,38.4,45.74829931972789
경북,비수도권,2025,1,2025.1/4,62.7,68.0,1476.0,64.6,807.0,2284.0,3.1,72.9,3.1,70.6,74.3,56.2,3.1,54.5,61.0,16.099999999999994,16.700000000000003,9.713487071977637,33.193570929419984,33.6827393431167,77.63801537386443,65.12928022361984,46.89028651292802,15.793151642208244,2.515723270440252,28.511530398322847,29.41998602375961,9.433962264150944,36.6,42.627533193570926
광주,비수도권,2025,1,2025.1/4,59.9,65.1,793.0,62.0,485.0,1278.0,3.5,70.8,3.4,68.4,73.4,53.6,3.6,51.7,56.8,16.700000000000003,17.199999999999996,12.156862745098039,21.437908496732025,41.307189542483655,86.66666666666667,79.2156862745098,57.385620915032675,17.908496732026144,3.7908496732026142,18.69281045751634,22.61437908496732,9.019607843137255,38.3,54.37908496732026
대구,비수도권,2025,1,2025.1/4,57.3,65.3,1245.0,59.4,851.0,2095.0,3.5,67.2,3.9,64.6,70.9,52.0,3.0,50.5,59.7,14.099999999999994,15.200000000000003,11.240632805995004,23.31390507910075,39.30058284762698,86.84429641965029,75.93671940049958,56.78601165695254,15.154038301415488,3.913405495420483,21.398834304746046,20.233139050791006,8.742714404662781,38.7,54.787676935886765
대전,비수도권,2025,1,2025.1/4,61.0,67.5,826.0,63.3,479.0,1305.0,3.5,70.9,3.3,68.6,74.6,55.8,3.9,53.7,60.3,14.899999999999991,15.100000000000009,15.056461731493098,20.82810539523212,41.27979924717691,88.20577164366374,78.67001254705144,58.469259723964875,17.189460476787954,3.0112923462986196,18.946047678795484,24.341279799247175,10.28858218318695,37.8,57.84190715181933
부산,비수도권,2025,1,2025.1/4,57.4,66.9,1734.0,59.5,1178.0,2913.0,3.6,67.6,3.1,65.5,75.0,52.1,4.3,49.9,59.0,15.600000000000001,15.499999999999993,12.55980861244019,24.401913875598087,39.23444976076555,85.34688995215312,80.26315789473685,58.61244019138756,18.301435406698566,3.349282296650718,17.64354066985646,23.74401913875598,8.851674641148326,37.8,56.57894736842105
서울,수도권,2025,1,2025.1/4,60.4,69.0,5353.0,63.3,3108.0,8461.0,4.5,70.7,4.1,67.8,75.4,56.6,4.9,53.8,63.0,14.0,14.100000000000001,15.626833561509876,18.873459808331702,44.51398396244866,89.63426559749658,83.12145511441423,63.81771953843145,16.467827107373363,2.8359084686094267,15.763739487580677,20.84881674163896,9.387834930569138,39.0,64.67827107373361
세종,비수도권,2025,1,2025.1/4,64.0,68.4,214.0,66.0,110.0,325.0,3.0,75.3,2.0,73.8,77.9,56.9,4.3,54.5,58.9,19.299999999999997,18.4,11.057692307692307,13.942307692307693,53.36538461538461,91.82692307692307,84.13461538461539,74.03846153846155,8.653846153846153,1.4423076923076923,14.423076923076922,20.673076923076923,8.173076923076923,37.7,73.07692307692307
울산,비수도권,2025,1,2025.1/4,59.4,66.2,584.0,60.9,375.0,959.0,2.6,72.9,1.9,71.6,78.7,48.1,3.6,46.3,52.1,25.299999999999997,24.800000000000004,11.423550087873462,19.68365553602812,42.1792618629174,89.45518453427064,82.60105448154658,62.56590509666081,17.75043936731107,2.2847100175746924,15.465729349736378,18.629173989455182,11.950790861159929,40.4,47.97891036906854
인천,수도권,2025,1,2025.1/4,62.9,69.9,1759.0,65.2,939.0,2697.0,3.6,74.1,3.6,71.4,77.4,56.5,3.6,54.4,62.2,17.000000000000007,17.599999999999994,12.625368731563421,20.943952802359885,43.42182890855457,88.79056047197639,80.53097345132744,60.35398230088496,17.28613569321534,2.8908554572271385,17.699115044247787,20.235988200589972,10.678466076696164,39.1,50.501474926253685
전남,비수도권,2025,1,2025.1/4,64.6,69.7,1018.0,67.0,501.0,1518.0,3.5,74.4,2.7,72.4,76.2,59.5,4.7,56.8,62.2,15.600000000000009,14.900000000000006,9.164969450101832,35.13238289205703,31.364562118126273,75.050916496945,61.91446028513238,39.81670061099796,18.329938900203665,3.8696537678207736,30.04073319755601,31.364562118126273,10.285132382892057,36.2,36.456211812627295
전북,비수도권,2025,1,2025.1/4,61.8,67.4,988.0,63.9,559.0,1547.0,3.3,70.9,2.9,68.9,72.9,56.9,3.7,54.8,61.5,14.100000000000009,14.000000000000007,10.146443514644352,30.753138075313807,34.20502092050209,78.55648535564853,69.8744769874477,50.94142259414226,15.794979079497908,3.1380753138075312,24.89539748953975,30.439330543933053,9.518828451882845,36.0,44.14225941422594
제주,비수도권,2025,1,2025.1/4,68.8,73.9,407.0,70.5,170.0,577.0,2.4,75.5,2.4,73.6,77.9,65.6,2.3,64.1,69.6,9.5,9.900000000000006,10.075566750629724,25.440806045340054,39.54659949622166,84.1309823677582,68.76574307304786,48.86649874055416,15.869017632241814,4.030226700251889,26.19647355163728,26.700251889168765,11.083123425692696,37.3,53.904282115869016
충남,비수도권,2025,1,2025.1/4,63.0,70.0,1288.0,65.4,681.0,1969.0,3.7,75.3,3.9,72.4,77.9,54.9,3.5,53.0,61.0,19.400000000000006,20.4,13.064516129032258,24.91935483870968,39.75806451612903,84.35483870967741,74.51612903225806,58.46774193548387,13.38709677419355,2.661290322580645,21.693548387096776,23.790322580645164,12.17741935483871,38.8,43.145161290322584
충북,비수도권,2025,1,2025.1/4,65.2,71.8,970.0,67.0,479.0,1448.0,2.7,75.1,1.9,73.7,78.7,58.6,3.7,56.4,64.1,17.300000000000004,16.499999999999993,12.711864406779661,26.48305084745763,37.5,83.58050847457628,72.5635593220339,54.131355932203384,15.783898305084746,2.6483050847457625,23.19915254237288,25.31779661016949,10.063559322033898,37.8,44.809322033898304
강원,비수도권,2025,2,2025.2/4,66.7,72.0,901.0,67.9,426.0,1327.0,1.8,73.6,1.8,72.2,77.5,62.4,1.7,61.3,66.2,10.900000000000006,11.199999999999996,10.734463276836157,34.57627118644068,31.52542372881356,76.49717514124293,69.49152542372882,46.89265536723164,18.757062146892657,3.84180790960452,24.858757062146893,28.474576271186443,9.717514124293785,36.9,40.67796610169492
경기,수도권,2025,2,2025.2/4,64.7,71.4,8095.0,66.4,4094.0,12189.0,2.6,75.2,2.9,73.0,78.5,57.7,2.3,56.3,64.1,16.700000000000003,17.5,13.18360614135262,19.984773505900264,43.33206445882502,89.06230173835807,81.28410100241086,61.46428118259104,16.66032229412511,3.17218627077782,17.066362136784672,21.139449308463394,9.326227636086792,38.9,54.2063189950514
경남,비수도권,2025,2,2025.2/4,63.3,69.4,1832.0,64.5,1007.0,2839.0,1.9,72.2,2.1,70.7,75.9,56.7,1.6,55.8,62.2,14.900000000000006,15.5,8.843159065628477,28.25361512791991,37.98665183537263,82.31368186874305,71.63515016685206,52.55839822024472,17.018909899888765,2.0022246941045605,23.804226918798665,24.805339265850947,12.180200222469411,39.1,46.440489432703004
경북,비수도권,2025,2,2025.2/4,65.5,69.8,1543.0,67.5,741.0,2284.0,3.1,75.5,4.0,72.4,75.9,59.5,1.8,58.4,62.9,14.000000000000007,16.0,9.62566844919786,35.160427807486634,32.75401069518716,75.86898395721924,64.63903743315508,46.05614973262032,15.307486631016044,3.2085561497326207,27.47326203208556,22.727272727272727,11.363636363636363,39.1,42.513368983957214
광주,비수도권,2025,2,2025.2/4,61.0,66.1,805.0,63.1,472.0,1277.0,3.3,71.9,3.3,69.6,74.4,54.6,3.4,52.8,57.7,16.799999999999997,17.300000000000004,11.825192802056556,22.493573264781492,40.616966580976865,86.11825192802056,79.82005141388174,57.84061696658098,18.123393316195372,3.984575835475578,17.866323907455012,22.236503856041132,9.897172236503856,38.8,55.14138817480719
대구,비수도권,2025,2,2025.2/4,58.5,66.0,1268.0,60.5,827.0,2094.0,3.4,68.3,4.1,65.5,71.4,53.2,2.5,51.9,60.8,13.600000000000001,15.099999999999994,11.673469387755102,24.3265306122449,38.36734693877551,85.71428571428571,75.51020408163265,56.6530612244898,14.775510204081632,4.081632653061225,21.714285714285715,21.551020408163264,8.489795918367347,38.7,54.775510204081634
대전,비수도권,2025,2,2025.2/4,62.5,68.7,840.0,64.3,466.0,1306.0,2.9,71.7,3.5,69.1,74.9,57.1,2.1,55.9,62.3,13.199999999999996,14.600000000000001,15.073529411764705,21.323529411764707,41.17647058823529,87.37745098039215,78.79901960784314,57.84313725490197,18.504901960784316,2.5735294117647056,18.75,24.509803921568626,9.191176470588236,37.9,56.86274509803921
부산,비수도권,2025,2,2025.2/4,58.9,68.3,1758.0,60.4,1151.0,2909.0,2.5,68.4,2.3,66.9,76.3,53.1,2.8,51.6,60.5,15.300000000000004,15.300000000000004,12.193698949824972,25.670945157526255,38.91481913652275,84.48074679113185,81.09684947491247,58.22637106184364,19.71995332555426,3.150525087514586,16.977829638273047,25.72928821470245,8.693115519253208,37.3,56.184364060676785
서울,수도권,2025,2,2025.2/4,61.8,70.2,5421.0,64.2,3025.0,8445.0,3.7,71.6,4.0,68.7,76.0,57.6,3.4,55.6,64.9,13.100000000000001,13.999999999999993,15.750143705690745,19.620616976432267,43.76317302165166,88.86759915692662,83.33013987353898,63.32630772178578,17.053075301781952,2.950756849971259,15.52021460049818,21.67081816439931,10.021076834642653,39.0,64.61007855911095
세종,비수도권,2025,2,2025.2/4,65.6,68.9,219.0,67.1,107.0,326.0,2.2,75.3,1.9,73.9,76.7,59.0,2.5,57.6,61.1,16.300000000000004,16.299999999999997,10.74766355140187,15.887850467289718,51.86915887850467,90.18691588785047,83.17757009345794,71.96261682242991,9.813084112149532,1.4018691588785046,14.953271028037381,21.49532710280374,8.411214953271028,38.1,71.02803738317756
울산,비수도권,2025,2,2025.2/4,60.6,67.2,596.0,62.1,364.0,961.0,2.3,74.2,2.1,72.6,79.6,49.1,2.8,47.8,53.3,24.799999999999997,25.1,11.663807890222985,20.411663807890225,41.509433962264154,88.33619210977702,83.01886792452831,62.264150943396224,17.83876500857633,2.7444253859348198,15.09433962264151,19.725557461406517,11.663807890222985,40.2,49.22813036020583
인천,수도권,2025,2,2025.2/4,63.8,70.0,1783.0,65.9,922.0,2705.0,3.3,75.1,3.3,72.7,77.7,56.9,3.3,55.0,62.1,17.700000000000003,18.199999999999996,12.057971014492754,22.492753623188406,42.95652173913043,87.2463768115942,80.81159420289855,60.46376811594203,17.507246376811594,2.8405797101449277,17.507246376811594,20.985507246376812,10.376811594202898,38.9,50.89855072463768
전남,비수도권,2025,2,2025.2/4,66.6,71.1,1038.0,68.3,482.0,1519.0,2.4,75.3,2.9,73.1,76.7,61.1,1.7,60.1,64.6,12.999999999999993,14.199999999999996,9.980237154150199,35.96837944664031,30.731225296442688,74.1106719367589,62.944664031620555,39.920948616600796,19.76284584980237,3.3596837944664033,28.85375494071146,29.347826086956523,11.067193675889328,37.3,35.96837944664031
전북,비수도권,2025,2,2025.2/4,63.8,68.8,1012.0,65.4,535.0,1547.0,2.5,71.6,2.5,69.8,73.5,59.4,2.5,57.9,63.7,11.899999999999999,12.199999999999996,9.625126646403242,32.32016210739615,33.94123606889564,77.30496453900709,69.30091185410335,50.455927051671736,15.80547112462006,3.0395136778115504,24.214792299898683,23.302938196555218,11.043566362715298,38.4,43.87031408308004
